"id","slug","scheme_name","description","states","level","scheme_for","close_date","tags","created_at"
241,"pfspfsrwguj","To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Fish Seed Rearing by Women - Gujarat","The scheme aims to increase fish production through inland fisheries and provide employment opportunities, particularly to Scheduled Tribe women engaged in fish seed rearing.","[""Gujarat""]","State","Individual","None","[""Fish"", ""Fish Activities"", ""Fish Production"", ""Scheduled Tribes"", ""Fisherman"", ""Self-Employment""]","2026-03-11 22:53:58.18535+05:30"
242,"aobofpk","Assistance to OBM Boat Owner Fishermen on Purchase of Kerosene/Petrol","The scheme aims to provide financial assistance to fishermen owning small boats with Outboard Motors (OBM) by subsidizing the cost of kerosene or petrol.","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Fishing Activities"", ""Fishermen"", ""Boat Owner""]","2026-03-11 22:53:59.57988+05:30"
243,"maws","Meghalaya Agriculture Warehouse Scheme ","The scheme reduces post-harvest losses and supports farmers by providing loans and subsidies to build small, weatherproof warehouses for safe storage and better marketing of crops.","[""Meghalaya""]","State","Individual","None","[""Agriculture"", ""Warehouses"", ""Farmer"", ""Farming""]","2026-03-11 22:53:59.579893+05:30"
244,"focuss","FOCUS Scheme (Farmers Collectivization For Upscaling Production and Marketing System)","The objective of the FOCUS Scheme is to strengthen farmer groups, increase production, and improve market access to enhance farmers’ income.","[""Meghalaya""]","State","Individual","None","[""Farmers"", ""Farming"", ""Agriculture"", ""DBT""]","2026-03-11 22:53:59.579897+05:30"
245,"cwsdi","Construction of Water Storage Tanks for Drip Irrigation","The scheme provides financial assistance to farmers across Gujarat for constructing water storage tanks to support drip irrigation, with cost-sharing benefits based on farmer category.","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Drip Irrigation"", ""Farmer"", ""Water Tank""]","2026-03-11 22:53:59.5799+05:30"
246,"apnfuscst","Assistance to Farmers in Purchasing Nano Fertilizers Under the Agricultural Assistance Program for Farmers Other than Scheduled Castes and Scheduled Tribes","This scheme offers financial assistance to farmers from non-SC/ST categories to support the purchase of Nano Fertilizers, aiming to enhance agricultural productivity and uplift the standard of living of farmers in Gujarat.

","[""Gujarat""]","State","Individual","None","[""Agriculture"", ""Nano Fertilizers"", ""Farmer""]","2026-03-11 22:53:59.579904+05:30"
247,"scsp-ewscf","Scheduled Caste Sub Plan (SCSP): Electrification of Wells of Scheduled Caste Farmers","The scheme aims to provide agricultural electricity connections on a priority basis to Scheduled Caste farmers. Benefits include electrification of wells and free domestic electricity connections for Scheduled Caste farmers and beneficiaries across Gujarat.","[""Gujarat""]","State","Individual","None","[""Farmer"", ""Scheduled Caste"", ""Electricity"", ""Agriculture"", ""Rural""]","2026-03-11 22:53:59.579907+05:30"
248,"acandabc","Agri-Clinics And Agri-Business Centres Scheme","A welfare scheme by the Ministry of Agriculture and Farmers' Welfare was launched in 2002. AC&ABC aims at agricultural development, supplementing the efforts of public extension by providing extension and other services to farmers either on a payment basis or free of cost as per the business model.","[""All""]","Central","Individual","None","[""Business"", ""Entrepreneur"", ""Student"", ""Training"", ""Agriculture"", ""Employment""]","2026-03-11 22:53:59.579921+05:30"
249,"feed-the-seed","Feed The Seed","The ""Feed for Seed"" program is an initiative launched by the Government of Telangana in India, aimed at promoting agriculture and supporting farmers in the state. The program is designed to encourage farmers to produce their own seeds by providing them with free, high-quality seeds of various crops.","[""Telangana""]","State","Individual","None","[""Feed For Seed"", ""Seed Village"", ""State Seed Development Corporation""]","2026-03-11 22:53:59.579924+05:30"
250,"iaris","Indian Agricultural Research Institute - Scholarship","The Indian Agricultural Research Institute (IARI) Junior and Senior Scholarship shall be awarded to M.Sc. and Ph.D. students admitted under General Open Competition Scheme.","[""All""]","Central","Individual","None","[""IARI"", ""Scholarship"", ""Education"", ""PhD""]","2026-03-11 22:53:59.579927+05:30"
251,"kalia","Krushak Assistance For Livelihood And Income Augmentation","Through the implementation of Krushak Assistance for Livelihood and Income Augmentation - KALIA Scheme , the State Government aims to lend farmers with an all inclusive and flexible support system, ensuring accelerated agricultural prosperity.","[""Odisha""]","State","Individual","None","[""KALIA"", ""Farmers"", ""Cultivators"", ""Financial Assistance"", ""Agriculture""]","2026-03-11 22:53:59.57993+05:30"
252,"kvdgssy","Karma Veer Dadasaheb Gaikwad Sabalikaran & Swabhiman Yojana","The main objective of this scheme is to improve the financial condition of the scheduled castes and Nav-Buddhists who are landless workers and are from ""Below Poverty Line"". Only citizens who are permanent residents of Maharashtra are eligible. This scheme is 100% funded by the State Govt.","[""Maharashtra""]","State","Individual","None","[""Loan"", ""Subsidy"", ""Below Poverty Line"", ""Scheduled Caste"", ""Financial Assistance""]","2026-03-11 22:54:00.960988+05:30"
253,"cmkry","Chief Minister's Krishi Rinn Yojana","The Government of Arunachal Pradesh has introduced The Chief Minister's Krishi Rinn Yojana (CMKRY) with the aim of providing a zero interest crop loan facility to farmers of the state to enable them easy access to formal credit through banking channels.","[""Arunachal Pradesh""]","State","Individual","None","[""Farmers"", ""Crop Loan"", ""Zero Interest""]","2026-03-11 22:54:00.961+05:30"
254,"cm-sky","Chief Minister’s Shasakt Kisan Yojana","The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Shasakt Kisan Yojana (CM-SKY)” for uplifting the status of women, marginal and small farmers of the State for self-employment generation & commercialization of Horticulture activities to double their income.","[""Arunachal Pradesh""]","State","Individual","None","[""Farmer"", ""Horticulture"", ""Self-employment"", ""Tea"", ""Rubber"", ""Financial Assistance""]","2026-03-11 22:54:00.961004+05:30"
255,"gny","Godhan Nyay Yojana","Godhan Nyay Yojana is a scheme launched by the Government of Chhattisgarh on 20 July 2020. Under this scheme, cow dung will be purchased by the state government from the cattle-rearing farmers.","[""Chhattisgarh""]","State","Individual","None","[""Cattle Herders"", ""New Employment"", ""Cow Protection"", ""Organic Fertilizers""]","2026-03-11 22:54:00.961008+05:30"
256,"mtc","Motorisation Of Traditional Crafts","The scheme “Motorisation of Traditional Crafts” was launched by the Department of Fisheries & Animal Resources Development, Government of Odisha to increase the income and livelihoods of traditional fishermen by motorizing their traditional non-motorized crafts.","[""Odisha""]","State","Individual","None","[""Fishermen"", ""Fish"", ""Crafts"", ""Financial Assistance"", ""Boat""]","2026-03-11 22:54:00.961011+05:30"
257,"lsmfdfbp","Livelihood Support To Marine Fishermen During Fishing Ban Period","Livelihood Support to Marine Fishermen during the Fishing Ban Period scheme under the Department of Fisheries & Animal Resources Development, Government of Odisha aims to support the livelihood of marine fisher families.","[""Odisha""]","State","Individual","None","[""Fishermen"", ""Livelihood"", ""Financial Assistance""]","2026-03-11 22:54:00.961014+05:30"
258,"omps","Opening And Maintenance Of Public School (Vidya Niketan) For Vimukta Jatis And Nomadic Tribes","The Government of Maharashtra has introduced a scheme ""Opening And Maintenance Of Public School (Vidya Niketan) For Vimukta Jatis And Nomadic Tribes"" to voluntary organizations to run the Public School (Vidya Niketan) on a grant-in-aid basis.","[""Maharashtra""]","State","Individual","None","[""Vidya Niketan"", ""Education"", ""Public School"", ""Vimukta Jatis And Nomadic Tribes""]","2026-03-11 22:54:00.961017+05:30"
259,"hkpy","Him Kukkut Palan Yojna","The scheme “Him Kukkut Palan Yojna” was launched by the Department of Animal Husbandry, Government of Himachal Pradesh to provide the subsidy to the entrepreneurs/farmers who are interested and engaged in poultry farming in the state.","[""Himachal Pradesh""]","State","Individual","None","[""Farmer"", ""Poultry Farming"", ""Subsidy"", ""Self Employment""]","2026-03-11 22:54:00.961021+05:30"
260,"pmksypdmc","Pradhan Mantri Krishi Sinchayee Yojana: Per Drop More Crop","The scheme “Pradhan Mantri Krishi Sinchayee Yojana: Per Drop More Crop” was launched by the Dept. of Agriculture & Farmers Welfare, Ministry of Agriculture & Farmers Welfare, Govt. of India on 1st July 2015. The scheme mainly focuses on water use efficiency at farm level through Micro Irrigation.","[""All""]","Central","Individual","None","[""Agriculture"", ""Crop"", ""Farmer"", ""Irrigation"", ""Water Harvesting"", ""Water Management""]","2026-03-11 22:54:00.961024+05:30"
261,"piatibft","Promotion Of Intensive Aquaculture Through Introduction Of Bio-floc Technology During The Year 2021-22","The government of Odisha introduced Bio-floc-based farming and aims to promote sustainable intensification of freshwater fish and brackish water shrimp farming for boosting productivity and generating high income in a limited area.","[""Odisha""]","State","Individual","None","[""Bio-Floc"", ""Farming"", ""Fish"", ""Shrimp"", ""Odisha""]","2026-03-11 22:54:00.961027+05:30"
262,"agr2fmsfotscst","AGR 2 (Farm Mechanization) Scheme Of Farmers Other Than SC/ST","The scheme “AGR 2 (Farm Mechanization) Scheme of Farmers Other Than SC/ST” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat.","[""Gujarat""]","State","Individual","None","[""Farmer"", ""Agriculture"", ""Equipment"", ""Mechanization"", ""Financial Assistance""]","2026-03-11 22:54:02.134916+05:30"
263,"sseg10scp","Subsidy Scheme For Establishment Of Goat Unit (10+1) For Scheduled Caste People","The scheme “Subsidy Scheme for Establishment of Goat Unit (10+1) for Scheduled Caste People” was launched by the Dept. of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to uplift economically poor livestock breeders of Gujarat State.","[""Gujarat""]","State","Individual","None","[""Scheduled Caste"", ""Goat"", ""Subsidy"", ""Milk Production"", ""Employment""]","2026-03-11 22:54:02.134931+05:30"
264,"ssst-pts","Stipend Scheme For Scheduled Tribes - Poultry Training Stipend","The scheme “Stipend Scheme for Scheduled Tribes - Poultry Training Stipend” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Schedule Tribes through scientific poultry farming training.","[""Gujarat""]","State","Individual","None","[""Poultry Farming"", ""Scheduled Tribe"", ""Stipend"", ""Training"", ""Cash Assistance""]","2026-03-11 22:54:02.134937+05:30"
265,"gras","Gopal Ratna Award Scheme","""Gopal Ratna Award Scheme"" intends to appreciate the achievement of Dairy Farmers for the highest individual milk production by undertaking scientific Dairy Farming in the State of Goa and encouraging youth to take up the Dairy Business.","[""Goa""]","State","Individual","None","[""Milk"", ""Animal"", ""Husbandry"", ""Award"", ""Farming"", ""Dairy""]","2026-03-11 22:54:02.134941+05:30"
266,"famcofg","Financial Assistance to Mussel Culture and Oyster Farming in Goa","“Financial Assistance to Mussel Culture and Oyster Farming in Goa” is a scheme by the Dept. of Fisheries, Govt. of Goa. Through this scheme, financial assistance is provided to eligible fishermen for setting up units in estuarine waters, and in open sea. Only offline applications are accepted.","[""Goa""]","State","Individual","None","[""Fishermen"", ""Fish"", ""Aquaculture"", ""Subsidy"", ""Financial Assistance""]","2026-03-11 22:54:02.134945+05:30"
267,"fgrmb-faascdmf","""Financial Grant for Reactivation of Mechanised Boats"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""","The scheme ""Financial Grant for Reactivation of Mechanised Boats"" is introduced by the Govt of Puducherry with the objective of increasing marine fish production by extending financial grants for the reactivation of wooden/steel mechanized boats.","[""Puducherry""]","State","Individual","None","[""Boat"", ""Grant"", ""Financial Assistance"", ""Fisheries"", ""Fisherman""]","2026-03-11 22:54:02.134949+05:30"
